Date,chla,chla_lag1,chla_prevSummer,colour,colour_lag1,colour_prevSummer,Cyano,Cyano_lag1,Rain_lag1,Rainy_days_winter,TP,TP_lag1,TP_prevSummer,WindDays_under_Q0.4,WindDays_over_Q0.6
1980-01-31,,,,,,,,,,64,,,,17.0,6.0
1980-04-30,3.971428571428572,,,,,,,,22.434315184000003,64,45.25,,,37.0,27.0
1980-07-31,12.169126984126985,3.971428571428572,,,,,,,80.99274116000002,64,36.084126984126975,45.25,,43.0,27.0
1980-10-31,20.773333333333333,12.169126984126985,,,,,,,242.199218085,64,51.06190476190477,36.084126984126975,,38.0,33.0
1981-01-31,,20.773333333333333,16.471230158730158,,,,,,351.676638885,102,,51.06190476190477,43.57301587301588,33.0,43.0
1981-04-30,,,16.471230158730158,,,,,,138.44025411700005,102,,,43.57301587301588,34.0,28.0
1981-07-31,7.075,,16.471230158730158,,,,,,105.45732291500002,102,23.583333333333336,,43.57301587301588,28.0,43.0
1981-10-31,9.5875,7.075,16.471230158730158,,,,,,282.257779432,102,34.08333333333333,23.583333333333336,43.57301587301588,41.0,29.0
1982-01-31,,9.5875,8.33125,,,,,,216.85155391700002,105,,34.08333333333333,28.83333333333333,44.0,36.0
1982-04-30,1.1,,8.33125,,,,,,194.13943249,105,46.25,,28.83333333333333,37.0,36.0
1982-07-31,5.466666666666666,1.1,8.33125,,,,,,175.8109383990001,105,37.77777777777778,46.25,28.83333333333333,25.0,41.0
1982-10-31,6.229166666666665,5.466666666666666,8.33125,26.66666666666667,,,,,151.00623331399999,105,18.89583333333333,37.77777777777778,28.83333333333333,28.0,47.0
1983-01-31,,6.229166666666665,5.8479166666666655,,26.66666666666667,26.66666666666667,,,297.6681588950001,121,,18.89583333333333,28.336805555555557,36.0,49.0
1983-04-30,1.9,,5.8479166666666655,34.0,,26.66666666666667,,,364.473652725,121,38.0,,28.336805555555557,36.0,37.0
1983-07-31,5.98,1.9,5.8479166666666655,19.4,34.0,26.66666666666667,,,122.88200663299999,121,31.96,38.0,28.336805555555557,23.0,51.0
1983-10-31,6.166666666666668,5.98,5.8479166666666655,14.666666666666664,19.4,26.66666666666667,,,182.72881749700005,121,26.149999999999995,31.96,28.336805555555557,25.0,51.0
1984-01-31,,6.166666666666668,6.073333333333334,,14.666666666666664,17.03333333333333,,,275.60668996699985,121,,26.149999999999995,29.055,29.0,51.0
1984-04-30,,,6.073333333333334,28.0,,17.03333333333333,,,172.656905196,121,26.25,,29.055,36.0,43.0
1984-07-31,10.23,,6.073333333333334,,28.0,17.03333333333333,,,74.09328523699999,121,27.360000000000007,26.25,29.055,17.0,51.0
1984-10-31,11.95,10.23,6.073333333333334,,,17.03333333333333,,,255.82062942299987,121,25.695,27.360000000000007,29.055,35.0,31.0
1985-01-31,,11.95,11.09,,,,,,317.230629423,138,,25.695,26.527500000000003,36.0,39.0
1985-04-30,,,11.09,,,,,,216.61389065800003,138,,,26.527500000000003,47.0,26.0
1985-07-31,9.97777777777778,,11.09,34.111111111111114,,,,,175.57119917400001,138,36.6,,26.527500000000003,33.0,38.0
1985-10-31,13.333333333333332,9.97777777777778,11.09,34.625,34.111111111111114,,,,236.49391209300012,138,26.725,36.6,26.527500000000003,39.0,40.0
1986-01-31,,13.333333333333332,11.655555555555555,,34.625,34.36805555555556,,,325.8028463649999,123,,26.725,31.6625,48.0,34.0
1986-04-30,,,11.655555555555555,,,34.36805555555556,,,224.33261021799999,123,,,31.6625,30.0,40.0
1986-07-31,10.911111111111113,,11.655555555555555,31.44444444444445,,34.36805555555556,,,124.009840039,123,33.333333333333336,,31.6625,11.0,66.0
1986-10-31,14.444444444444445,10.911111111111113,11.655555555555555,23.5,31.44444444444445,34.36805555555556,,,163.43724397199998,123,34.244444444444454,33.333333333333336,31.6625,36.0,35.0
1987-01-31,,14.444444444444445,12.677777777777774,,23.5,27.472222222222218,,,260.526307259,114,,34.244444444444454,33.78888888888889,27.0,53.0
1987-04-30,,,12.677777777777774,,,27.472222222222218,,,225.17845141400002,114,,,33.78888888888889,56.0,15.0
1987-07-31,6.2666666666666675,,12.677777777777774,27.88888888888889,,27.472222222222218,,,159.49626074000003,114,24.46666666666667,,33.78888888888889,33.0,35.0
1987-10-31,10.755555555555556,6.2666666666666675,12.677777777777774,30.16666666666667,27.88888888888889,27.472222222222218,,,251.69644928500009,114,22.399999999999995,24.46666666666667,33.78888888888889,35.0,38.0
1988-01-31,,10.755555555555556,8.511111111111111,,30.16666666666667,29.027777777777782,,,451.16485770999986,150,,22.399999999999995,23.43333333333333,51.0,28.0
1988-04-30,,,8.511111111111111,,,29.027777777777782,,,295.78351847800013,150,,,23.43333333333333,31.0,43.0
1988-07-31,12.855555555555556,,8.511111111111111,27.777777777777768,,29.027777777777782,,,256.721224656,150,31.2,,23.43333333333333,30.0,37.0
1988-10-31,15.255555555555556,12.855555555555556,8.511111111111111,36.77777777777778,27.777777777777768,29.027777777777782,,,300.12176570600013,150,27.866666666666664,31.2,23.43333333333333,38.0,34.0
1989-01-31,,15.255555555555556,14.055555555555555,,36.77777777777778,32.27777777777778,,,359.9826502690001,134,,27.866666666666664,29.53333333333333,41.0,34.0
1989-04-30,,,14.055555555555555,,,32.27777777777778,,,85.88623757500005,134,,,29.53333333333333,23.0,47.0
1989-07-31,9.05,,14.055555555555555,24.75,,32.27777777777778,,,256.249386817,134,27.6,,29.53333333333333,15.0,52.0
1989-10-31,21.233333333333334,9.05,14.055555555555555,22.66666666666667,24.75,32.27777777777778,,,184.13527493900003,134,26.33333333333333,27.6,29.53333333333333,43.0,36.0
1990-01-31,,21.233333333333334,15.141666666666667,,22.66666666666667,23.708333333333336,,,212.7626526689999,129,,26.33333333333333,26.966666666666665,55.0,32.0
1990-04-30,,,15.141666666666667,,,23.708333333333336,,,277.94580406799986,129,,,26.966666666666665,12.0,69.0
1990-07-31,9.65,,15.141666666666667,21.75,,23.708333333333336,,,224.2205071850001,129,28.9,,26.966666666666665,18.0,45.0
1990-10-31,15.7,9.65,15.141666666666667,17.333333333333332,21.75,23.708333333333336,,,170.0517146360001,129,28.899999999999995,28.9,26.966666666666665,33.0,39.0
1991-01-31,,15.7,12.675,,17.333333333333332,19.541666666666664,,,225.279694272,137,,28.899999999999995,28.9,53.0,26.0
1991-04-30,,,12.675,,,19.541666666666664,,,228.02685157,137,,,28.9,34.0,43.0
1991-07-31,8.575,,12.675,21.75,,19.541666666666664,,,112.58863632500002,137,25.975,,28.9,28.0,44.0
1991-10-31,10.275,8.575,12.675,19.5,21.75,19.541666666666664,,,182.15018411200003,137,28.475,25.975,28.9,41.0,34.0
1992-01-31,,10.275,9.425,,19.5,20.625,,,233.719178675,141,,28.475,27.225,39.0,37.0
1992-04-30,,,9.425,,,20.625,,,204.7359227360001,141,,,27.225,23.0,42.0
1992-07-31,13.7,,9.425,25.25,,20.625,,,175.64005505900002,141,32.45,,27.225,18.0,53.0
1992-10-31,20.83333333333333,13.7,9.425,16.0,25.25,20.625,,,132.57916957199998,141,29.86666666666667,32.45,27.225,37.0,35.0
1993-01-31,,20.83333333333333,17.266666666666666,,16.0,20.625,,,247.07326167,119,,29.86666666666667,31.15833333333334,37.0,45.0
1993-04-30,,,17.266666666666666,,,20.625,,,310.2358517269999,119,,,31.15833333333334,37.0,35.0
1993-07-31,9.35,,17.266666666666666,23.0,,20.625,,,78.836008859,119,25.075,,31.15833333333334,24.0,45.0
1993-10-31,16.966666666666665,9.35,17.266666666666666,26.33333333333333,23.0,20.625,,,217.24269529100002,119,30.266666666666666,25.075,31.15833333333334,44.0,33.0
1994-01-31,,16.966666666666665,13.158333333333333,,26.33333333333333,24.666666666666664,,,272.94875109,143,,30.266666666666666,27.67083333333333,43.0,37.0
1994-04-30,,,13.158333333333333,,,24.666666666666664,,,287.222213532,143,,,27.67083333333333,30.0,43.0
1994-07-31,11.65,,13.158333333333333,31.25,,24.666666666666664,,,166.320291902,143,28.675,,27.67083333333333,17.0,53.0
1994-10-31,27.066666666666666,11.65,13.158333333333333,23.0,31.25,24.666666666666664,,,61.717935272000005,143,32.800000000000004,28.675,27.67083333333333,39.0,31.0
1995-01-31,,27.066666666666666,19.358333333333334,,23.0,27.125,,,333.2526542420001,165,,32.800000000000004,30.737500000000004,46.0,38.0
1995-04-30,,,19.358333333333334,,,27.125,,,287.6492040279999,165,,,30.737500000000004,23.0,45.0
1995-07-31,20.566666666666666,,19.358333333333334,28.33333333333333,,27.125,,,211.71560748299999,165,26.1,,30.737500000000004,27.0,42.0
1995-10-31,23.200000000000006,20.566666666666666,19.358333333333334,23.33333333333333,28.33333333333333,27.125,,,210.534631109,165,32.800000000000004,26.1,30.737500000000004,34.0,40.0
1996-01-31,,23.200000000000006,21.88333333333333,,23.33333333333333,25.83333333333333,,,228.15702794700002,148,,32.800000000000004,29.450000000000006,76.0,9.0
1996-04-30,,,21.88333333333333,,,25.83333333333333,,,82.50065319300003,148,,,29.450000000000006,52.0,19.0
1996-07-31,23.93333333333333,,21.88333333333333,20.33333333333333,,25.83333333333333,2.123333333333333,,55.62630938800003,148,30.8,,29.450000000000006,26.0,47.0
1996-10-31,18.666666666666668,23.93333333333333,21.88333333333333,15.0,20.33333333333333,25.83333333333333,4.233333333333333,2.123333333333333,172.1298755860001,148,31.76666666666667,30.8,29.450000000000006,45.0,33.0
1997-01-31,,18.666666666666668,21.3,,15.0,17.666666666666664,,4.233333333333333,288.39257037599987,159,,31.76666666666667,31.28333333333333,54.0,26.0
1997-04-30,,,21.3,,,17.666666666666664,,,186.29226964000003,159,,,31.28333333333333,19.0,53.0
1997-07-31,21.033333333333328,,21.3,20.666666666666668,,17.666666666666664,1.3166666666666669,,123.03158462099998,159,29.6,,31.28333333333333,35.0,32.0
1997-10-31,25.1,21.033333333333328,21.3,17.333333333333332,20.666666666666668,17.666666666666664,2.0866666666666664,1.3166666666666669,180.95761478200004,159,29.23333333333333,29.6,31.28333333333333,43.0,28.0
1998-01-31,,25.1,23.066666666666666,,17.333333333333332,19.0,,2.0866666666666664,236.6842484990001,147,,29.23333333333333,29.416666666666664,49.0,25.0
1998-04-30,,,23.066666666666666,,,19.0,,,203.160989247,147,,,29.416666666666664,37.0,41.0
1998-07-31,18.766666666666666,,23.066666666666666,,,19.0,0.8933333333333332,,186.08428352599998,147,26.7,,29.416666666666664,26.0,39.0
1998-10-31,23.433333333333334,18.766666666666666,23.066666666666666,,,19.0,1.68,0.8933333333333332,210.34744419000003,147,38.033333333333346,26.7,29.416666666666664,37.0,32.0
1999-01-31,,23.433333333333334,21.1,54.5,,,,1.68,316.705893402,158,,38.033333333333346,32.36666666666667,52.0,30.0
1999-04-30,,,21.1,68.38461538461539,54.5,,,,230.157513925,158,,,32.36666666666667,44.0,27.0
1999-07-31,,,21.1,51.69230769230769,68.38461538461539,,0.77,,262.906047184,158,,,32.36666666666667,19.0,48.0
1999-10-31,,,21.1,49.153846153846146,51.69230769230769,,3.3833333333333333,0.77,291.151700398,158,,,32.36666666666667,44.0,26.0
2000-01-31,,,,63.85714285714285,49.153846153846146,50.42307692307693,,3.3833333333333333,334.1675822780001,144,,,,32.0,43.0
2000-04-30,,,,63.75,63.85714285714285,50.42307692307693,,,243.742155562,144,,,,40.0,33.0
2000-07-31,17.099999999999998,,,49.153846153846146,63.75,50.42307692307693,0.19666666666666666,,189.06036162599997,144,34.666666666666664,,,25.0,42.0
2000-10-31,27.23333333333333,17.099999999999998,,35.416666666666664,49.153846153846146,50.42307692307693,1.7787499999999998,0.19666666666666666,248.36199442299994,144,30.66666666666667,34.666666666666664,,37.0,33.0
2001-01-31,,27.23333333333333,22.166666666666664,82.53846153846153,35.416666666666664,42.2852564102564,,1.7787499999999998,384.43468243500007,147,,30.66666666666667,32.666666666666664,56.0,23.0
2001-04-30,,,22.166666666666664,90.69230769230771,82.53846153846153,42.2852564102564,,,559.2170627550001,147,,,32.666666666666664,43.0,33.0
2001-07-31,21.566666666666666,,22.166666666666664,73.30769230769229,90.69230769230771,42.2852564102564,0.2983333333333333,,198.3270272940001,147,45.0,,32.666666666666664,16.0,51.0
2001-10-31,20.5,21.566666666666666,22.166666666666664,63.53846153846154,73.30769230769229,42.2852564102564,0.4946666666666666,0.2983333333333333,185.76768162199997,147,31.66666666666667,45.0,32.666666666666664,38.0,31.0
2002-01-31,,20.5,21.033333333333328,65.15384615384616,63.53846153846154,68.42307692307692,,0.4946666666666666,346.720759279,159,,31.66666666666667,38.333333333333336,45.0,31.0
2002-04-30,,,21.033333333333328,69.38461538461539,65.15384615384616,68.42307692307692,,,162.626162644,159,,,38.333333333333336,29.0,43.0
2002-07-31,23.0,,21.033333333333328,59.69230769230769,69.38461538461539,68.42307692307692,0.5720000000000001,,158.56789200800006,159,42.0,,38.333333333333336,27.0,45.0
2002-10-31,28.0,23.0,21.033333333333328,49.46153846153846,59.69230769230769,68.42307692307692,0.5526666666666666,0.5720000000000001,320.827473462,159,31.33333333333333,42.0,38.333333333333336,57.0,22.0
2003-01-31,,28.0,25.5,48.7,49.46153846153846,54.57692307692307,,0.5526666666666666,212.98631914400002,124,,31.33333333333333,36.66666666666666,47.0,32.0
2003-04-30,,,25.5,57.0,48.7,54.57692307692307,,,200.67215716000007,124,,,36.66666666666666,47.0,30.0
2003-07-31,19.08333333333333,,25.5,48.0,57.0,54.57692307692307,0.648,,158.59090877299997,124,31.33333333333333,,36.66666666666666,25.0,39.0
2003-10-31,15.125,19.08333333333333,25.5,37.75,48.0,54.57692307692307,0.8919999999999999,0.648,272.532858832,124,35.25,31.33333333333333,36.66666666666666,35.0,34.0
2004-01-31,,15.125,17.104166666666664,32.0,37.75,42.875,,0.8919999999999999,129.30380471,150,,35.25,33.291666666666664,32.0,19.0
2004-04-30,,,17.104166666666664,42.66666666666666,32.0,42.875,,,268.309165969,150,,,33.291666666666664,37.0,24.0
2004-07-31,36.333333333333336,,17.104166666666664,38.66666666666666,42.66666666666666,42.875,2.5046666666666666,,149.23313424,150,40.333333333333336,,33.291666666666664,20.0,40.0
2004-10-31,14.866666666666667,36.333333333333336,17.104166666666664,38.66666666666666,38.66666666666666,42.875,0.428,2.5046666666666666,191.0656472809999,150,33.333333333333336,40.333333333333336,33.291666666666664,43.0,28.0
2005-01-31,,14.866666666666667,25.6,58.75,38.66666666666666,38.66666666666666,,0.428,377.920815484,145,,33.333333333333336,36.833333333333336,37.0,37.0
2005-04-30,7.05,,25.6,63.0,58.75,38.66666666666666,0.014455200000000001,,183.912020301,145,28.0,,36.833333333333336,38.0,26.0
2005-07-31,18.16923076923077,7.05,25.6,53.33333333333334,63.0,38.66666666666666,1.117294893333333,0.014455200000000001,75.962384985,145,29.615384615384613,28.0,36.833333333333336,30.0,32.0
2005-10-31,22.6,18.16923076923077,25.6,39.66666666666666,53.33333333333334,38.66666666666666,1.621729413333333,1.117294893333333,234.121203886,145,35.125,29.615384615384613,36.833333333333336,28.0,33.0
2006-01-31,,22.6,20.384615384615387,48.0,39.66666666666666,46.5,,1.621729413333333,243.59343706200002,164,,35.125,32.37019230769231,42.0,35.0
2006-04-30,,,20.384615384615387,58.575,48.0,46.5,,,223.0563577239999,164,,,32.37019230769231,50.0,23.0
2006-07-31,22.264285714285712,,20.384615384615387,55.75,58.575,46.5,0.9441994285714286,,200.825352132,164,30.642857142857146,,32.37019230769231,37.0,34.0
2006-10-31,38.8,22.264285714285712,20.384615384615387,33.5,55.75,46.5,3.3992816639999996,0.9441994285714286,196.16808407099998,164,39.9,30.642857142857146,32.37019230769231,55.0,17.0
2007-01-31,,38.8,30.532142857142855,71.66666666666667,33.5,44.625,,3.3992816639999996,354.330057128,157,,39.9,35.27142857142857,36.0,44.0
2007-04-30,8.1,,30.532142857142855,75.33333333333333,71.66666666666667,44.625,0.016729,,418.9461165369999,157,34.0,,35.27142857142857,35.0,34.0
2007-07-31,17.73846153846154,8.1,30.532142857142855,70.33333333333333,75.33333333333333,44.625,1.6125406624999998,0.016729,131.12002013900005,157,32.69230769230769,34.0,35.27142857142857,43.0,27.0
2007-10-31,18.166666666666668,17.73846153846154,30.532142857142855,59.0,70.33333333333333,44.625,1.1846367,1.6125406624999998,357.39982618700003,157,31.58333333333333,32.69230769230769,35.27142857142857,34.0,38.0
2008-01-31,,18.166666666666668,17.952564102564107,68.0,59.0,64.66666666666666,,1.1846367,205.84139912100002,164,,31.58333333333333,32.13782051282051,37.0,33.0
2008-04-30,6.133333333333333,,17.952564102564107,83.4,68.0,64.66666666666666,0.00036,,376.7121482120001,164,51.33333333333334,,32.13782051282051,32.0,43.0
2008-07-31,16.446153846153848,6.133333333333333,17.952564102564107,58.33333333333334,83.4,64.66666666666666,0.19648414714285714,0.00036,224.3804002740001,164,35.46153846153846,51.33333333333334,32.13782051282051,46.0,23.0
2008-10-31,15.227272727272727,16.446153846153848,17.952564102564107,85.0,58.33333333333334,64.66666666666666,0.26422031666666673,0.19648414714285714,223.246592925,164,29.54545454545455,35.46153846153846,32.13782051282051,45.0,26.0
2009-01-31,2.2,15.227272727272727,15.836713286713287,66.66666666666667,85.0,71.66666666666667,,0.26422031666666673,355.67622984699995,137,44.0,29.54545454545455,32.503496503496514,52.0,30.0
2009-04-30,8.1,2.2,15.836713286713287,63.5,66.66666666666667,71.66666666666667,,,184.08359676900002,137,31.0,44.0,32.503496503496514,53.0,17.0
2009-07-31,16.436363636363634,8.1,15.836713286713287,63.66666666666666,63.5,71.66666666666667,0.4929486618333334,,148.883988965,137,29.272727272727273,31.0,32.503496503496514,34.0,31.0
2009-10-31,16.258333333333333,16.436363636363634,15.836713286713287,54.25,63.66666666666666,71.66666666666667,0.5058229768666667,0.4929486618333334,236.727380031,137,28.66666666666667,29.272727272727273,32.503496503496514,42.0,29.0
2010-01-31,,16.258333333333333,16.347348484848485,61.0,54.25,58.95833333333333,,0.5058229768666667,263.925036837,159,,28.66666666666667,28.96969696969697,49.0,23.0
2010-04-30,6.449999999999998,,16.347348484848485,74.0,61.0,58.95833333333333,,,242.322089335,159,33.0,,28.96969696969697,54.0,19.0
2010-07-31,13.7,6.449999999999998,16.347348484848485,63.5,74.0,58.95833333333333,0.06991657142857143,,138.126200654,159,28.461538461538463,33.0,28.96969696969697,32.0,30.0
2010-10-31,9.09,13.7,16.347348484848485,59.33333333333334,63.5,58.95833333333333,0.0870066,0.06991657142857143,243.78339129200003,159,23.6,28.461538461538463,28.96969696969697,42.0,34.0
2011-01-31,,9.09,11.395,73.8,59.33333333333334,61.41666666666667,,0.0870066,307.28804007500014,135,,23.6,26.03076923076923,56.0,28.0
2011-04-30,12.0,,11.395,76.58333333333333,73.8,61.41666666666667,,,126.867595632,135,31.0,,26.03076923076923,45.0,23.0
2011-07-31,15.246153846153845,12.0,11.395,68.84615384615384,76.58333333333333,61.41666666666667,0.032806071428571434,,120.563312331,135,26.69230769230769,31.0,26.03076923076923,39.0,29.0
2011-10-31,8.875,15.246153846153845,11.395,76.64285714285714,68.84615384615384,61.41666666666667,0.026155833333333336,0.032806071428571434,308.51362378399995,135,26.41666666666667,26.69230769230769,26.03076923076923,36.0,35.0
2012-01-31,,8.875,12.060576923076924,89.69230769230771,76.64285714285714,72.74450549450547,,0.026155833333333336,419.13789782699996,142,,26.41666666666667,26.554487179487186,45.0,33.0
2012-04-30,7.066666666666666,,12.060576923076924,69.53846153846153,89.69230769230771,72.74450549450547,0.0,,241.82704712000003,142,23.66666666666667,,26.554487179487186,44.0,28.0
2012-07-31,15.623076923076924,7.066666666666666,12.060576923076924,62.92307692307693,69.53846153846153,72.74450549450547,0.015106,0.0,116.65501219,142,27.76923076923077,23.66666666666667,26.554487179487186,24.0,37.0
2012-10-31,11.43,15.623076923076924,12.060576923076924,65.38461538461539,62.92307692307693,72.74450549450547,0.12353839999999998,0.015106,290.1019707169999,142,24.6,27.76923076923077,26.554487179487186,28.0,39.0
2013-01-31,,11.43,13.52653846153846,89.25,65.38461538461539,64.15384615384616,,0.12353839999999998,373.7559785329999,132,,24.6,26.184615384615388,27.0,42.0
2013-04-30,,,13.52653846153846,,89.25,64.15384615384616,,,221.80594364599997,132,,,26.184615384615388,37.0,31.0
2013-07-31,15.1,,13.52653846153846,70.5,,64.15384615384616,0.13924837271428572,,86.28312931200001,132,22.985714285714288,,26.184615384615388,16.0,50.0
2013-10-31,13.016666666666667,15.1,13.52653846153846,48.23333333333333,70.5,64.15384615384616,0.29897185600000004,0.13924837271428572,271.04800603000007,132,23.0,22.985714285714288,26.184615384615388,42.0,27.0
2014-01-31,,13.016666666666667,14.058333333333335,,48.23333333333333,59.36666666666666,,0.29897185600000004,249.612405945,145,,23.0,22.992857142857147,19.0,55.0
2014-04-30,6.2,,14.058333333333335,68.5,,59.36666666666666,0.00761,,331.3420988480002,145,23.2,,22.992857142857147,26.0,44.0
2014-07-31,13.433333333333332,6.2,14.058333333333335,47.73333333333334,68.5,59.36666666666666,0.1156565815,0.00761,271.35633923000006,145,21.73333333333333,23.2,22.992857142857147,34.0,29.0
2014-10-31,11.766666666666666,13.433333333333332,14.058333333333335,34.82,47.73333333333334,59.36666666666666,0.10761978133333333,0.1156565815,159.853964134,145,18.866666666666667,21.73333333333333,22.992857142857147,41.0,31.0
2015-01-31,,11.766666666666666,12.599999999999998,,34.82,41.27666666666667,,0.10761978133333333,492.76710045600015,146,,18.866666666666667,20.3,33.0,46.0
2015-04-30,6.0,,12.599999999999998,58.0,,41.27666666666667,0.0013512,,312.4763924209998,146,40.0,,20.3,16.0,49.0
2015-07-31,14.6,6.0,12.599999999999998,48.33333333333334,58.0,41.27666666666667,0.05883450783333333,0.0013512,154.565633974,146,22.16666666666667,40.0,20.3,17.0,56.0
2015-10-31,15.25,14.6,12.599999999999998,57.33333333333334,48.33333333333334,41.27666666666667,0.116454337,0.05883450783333333,313.3035336100001,146,26.33333333333333,22.16666666666667,20.3,36.0,36.0
2016-01-31,,15.25,14.925,,57.33333333333334,52.83333333333334,,0.116454337,363.1072621939999,158,,26.33333333333333,24.25,31.0,45.0
2016-04-30,3.9,,14.925,71.0,,52.83333333333334,0.00011,,230.6205428810001,158,28.0,,24.25,39.0,31.0
2016-07-31,8.233333333333333,3.9,14.925,52.5,71.0,52.83333333333334,0.031230039166666668,0.00011,242.94158207700002,158,20.916666666666668,28.0,24.25,20.0,44.0
2016-10-31,11.22,8.233333333333333,14.925,50.0,52.5,52.83333333333334,0.13950312473333332,0.031230039166666668,180.7352356919999,158,16.583333333333332,20.916666666666668,24.25,25.0,43.0
2017-01-31,,11.22,9.726666666666668,,50.0,51.25,,0.13950312473333332,211.46598364699997,134,,16.583333333333332,18.75,41.0,36.0
2017-04-30,11.0,,9.726666666666668,,,51.25,0.017808885,,152.269895512,134,,,18.75,22.0,41.0
2017-07-31,13.385714285714286,11.0,9.726666666666668,,,51.25,0.08411289200000001,0.017808885,149.00081377700002,134,,,18.75,24.0,39.0
2017-10-31,12.14,13.385714285714286,9.726666666666668,,,51.25,0.16451290400000002,0.08411289200000001,195.8545983860001,134,,,18.75,31.0,39.0
2018-01-31,,12.14,12.762857142857143,,,,,0.16451290400000002,394.4719787409998,151,,,,41.0,27.0
2018-04-30,,,12.762857142857143,,,,0.0019815,,304.5588707369999,151,,,,28.0,34.0
2018-07-31,,,12.762857142857143,,,,0.045305710000000006,0.0019815,105.962053055,151,,,,15.0,23.0
